# Section 5: residual 0 means the transformation is a symmetry of V. Only the reflections and S^2 survive
transformation,35,60,84,216,360
identity,0.0,0.0,0.0,0.0,0.0
S,0.88212,1.31117,1.01465,1.17055,1.12458
S^2=-1,0.0,0.0,0.0,0.0,0.0
exchange a1<->a2,0.88212,1.31117,1.01465,1.17055,1.12458
T: a2->a1+a2,0.23926,0.17816,0.12803,0.07465,0.02655
T': a1->a1+a2,0.92415,1.14392,1.10149,1.12039,1.14619
a1->-a1,0.0,0.0,0.0,0.0,0.0
a2->-a2,0.0,0.0,0.0,0.0,0.0
